,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
342,Keilor East,3 Ash Gr,3,h,950000.0,S,Nelson,1/04/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
343,Keilor East,20 Border Dr,4,h,850000.0,S,Nelson,1/04/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
345,Keilor East,165 Sterling Dr,3,h,756000.0,S,Barry,1/04/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
347,Keilor East,42a Wonganella Dr,3,u,680000.0,S,Brad,1/04/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council
350,Kensington,141 Stockmans Wy,4,h,1103000.0,S,Jellis,1/04/2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
351,Kensington,123 The Crescent,2,h,901000.0,S,Purplebricks,1/04/2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
353,Kew,4/178 Brougham St,2,u,653000.0,S,Jellis,1/04/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
356,Kew,119 Derby St,3,h,2000000.0,S,Noel,1/04/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
358,Kew,10 Ferguson St,4,h,1610000.0,S,Marshall,1/04/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
367,Kew East,6 Meldrum St,4,h,1770000.0,S,Jellis,1/04/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council
374,Lalor,1 Hammersley Ct,3,h,592000.0,S,Iconek,1/04/2017,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
378,MacLeod,2/12 Oban Wy,3,u,710000.0,S,Darren,1/04/2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
379,MacLeod,62 Strathallan Rd,3,h,915000.0,S,Ray,1/04/2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council
383,Malvern,9/423 Glenferrie Rd,3,h,1350000.0,S,Kay,1/04/2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
384,Malvern,6/12 Irving St,1,u,450000.0,S,Jellis,1/04/2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
387,Malvern East,12 Darling Rd,3,h,2000000.0,S,Woodards,1/04/2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
389,Maribyrnong,29 Hillsdale Av,3,h,813000.0,S,RT,1/04/2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
390,Maribyrnong,11/97 Raleigh Rd,2,u,330000.0,S,Raine,1/04/2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
393,McKinnon,5 Fitzroy St,2,h,1265000.0,S,Buxton,1/04/2017,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council
395,Meadow Heights,14 Ironbark Ct,3,h,520000.0,S,Harcourts,1/04/2017,3048,Northern Metropolitan,4704,17.4,Hume City Council
396,Melbourne,66/538 Little Lonsdale St,2,u,605000.0,S,McGrath,1/04/2017,3000,Northern Metropolitan,17496,0.0,Melbourne City Council
399,Melton,19 Joan St,3,h,431000.0,S,Raine,1/04/2017,3337,Western Victoria,3600,31.7,Melton City Council
400,Mentone,13 Coolabah St,4,h,1300000.0,S,Buxton,1/04/2017,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
401,Mentone,5/30 Riviera St,1,u,337000.0,S,hockingstuart,1/04/2017,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council
403,Mernda,5 Vasari Gdns,4,h,525500.0,S,Harcourts,1/04/2017,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
404,Middle Park,19/109 Nimmo St,2,u,800000.0,S,hockingstuart,1/04/2017,3206,Southern Metropolitan,2019,3.0,Port Phillip City Council
405,Mill Park,1/12 Buckmaster Dr,3,h,425000.0,S,Love,1/04/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
406,Mill Park,33 Buckmaster Dr,3,h,595500.0,S,Harcourts,1/04/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
407,Mill Park,6 Hinkler Dr,3,h,660000.0,S,Nelson,1/04/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council
411,Montmorency,373 Main Rd,3,h,725000.0,S,hockingstuart/hockingstuart,1/04/2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
412,Moonee Ponds,67 Bowen St,2,h,1180000.0,S,Nelson,1/04/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
413,Moonee Ponds,1 Lawson St,2,h,910000.0,S,Brad,1/04/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
414,Moonee Ponds,33 Lennox St,3,h,887500.0,S,Rendina,1/04/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
415,Moonee Ponds,6 Lethbridge St,3,h,1143000.0,S,Brad,1/04/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
417,Moonee Ponds,22 Scotia St,3,h,1117500.0,S,Grantham,1/04/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
418,Moonee Ponds,51 Wordsworth St,3,h,1330000.0,S,Jellis,1/04/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council
419,Moorabbin,14 Gwenda Av,2,h,800000.0,S,Ray,1/04/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council
420,Moorabbin,52 Marrbridge Rd,5,h,1410000.0,S,Woodards,1/04/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council
421,Moorabbin,2/1015 Nepean Hwy,1,t,457500.0,S,Buxton,1/04/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council
422,Mooroolbark,5 Chaucer St,3,h,778000.0,S,Hoskins,1/04/2017,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council
423,Mordialloc,2/144 Chute St,3,t,822000.0,S,Hodges,1/04/2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
424,Mordialloc,8 Rivette St,3,h,895000.0,S,Buxton,1/04/2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
426,Mount Waverley,4/1 Adrienne Cr,2,u,568888.0,S,Ray,1/04/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
427,Mount Waverley,16 Amber Gr,5,h,3105000.0,S,Ray,1/04/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
428,Mount Waverley,7 Bambra Ct,4,h,1500000.0,S,Buxton,1/04/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
429,Mount Waverley,5 Byrd Ct,3,t,1030000.0,S,Buxton,1/04/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
434,Mount Waverley,9 Larch Cr,3,h,1360000.0,S,Barry,1/04/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
440,Mount Waverley,8 Wadham Pde,4,h,1780000.0,S,Barry,1/04/2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
441,Mulgrave,20 Brunton Cr,3,h,630000.0,S,Ray,1/04/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
442,Mulgrave,2 Cooley La,4,h,925000.0,S,Fletchers,1/04/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
443,Mulgrave,8 Dirkala Ct,3,h,868000.0,S,Ray,1/04/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
444,Mulgrave,4 Fiji Ct,5,h,880000.0,S,Ray,1/04/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
445,Mulgrave,35 Merrill St,3,h,920000.0,S,Ray,1/04/2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
448,Murrumbeena,1/5 Murrumbeena Rd,2,u,586500.0,S,Marshall,1/04/2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
452,Newport,18 Latrobe St,3,h,1270000.0,S,RT,1/04/2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
453,Noble Park,2 Parramatta Cr,4,h,710000.0,S,iSell,1/04/2017,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
454,North Melbourne,18 Molesworth St,6,h,1815000.0,S,Woodards,1/04/2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
460,Northcote,72 Thomson St,3,h,1332000.0,S,Collins,1/04/2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
462,Nunawading,16 Heather Gr,3,h,685000.0,S,Noel,1/04/2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
463,Nunawading,14 Laughlin Av,3,h,1185000.0,S,Barry,1/04/2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
464,Nunawading,15 Suffolk St,3,h,806000.0,S,Philip,1/04/2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
465,Oak Park,18 Kerr Av,3,h,857000.0,S,Eview,1/04/2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
466,Oak Park,11 Vincent St,4,h,945000.0,S,Barry,1/04/2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
467,Oakleigh,5/28 Devon Gr,4,t,986000.0,S,Ray,1/04/2017,3166,Southern Metropolitan,3224,12.3,Monash City Council
468,Oakleigh South,19 Delos St,2,h,1120000.0,S,Woodards,1/04/2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
470,Ormond,10/30 Lillimur Rd,2,u,420000.0,S,Woodards,1/04/2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
473,Ormond,2/31 Wheeler St,3,t,1100000.0,S,hockingstuart,1/04/2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
474,Pakenham,24 Osborn Gr,3,h,378000.0,S,Ray,1/04/2017,3810,Eastern Victoria,17384,47.3,Cardinia Shire Council
475,Parkdale,5 Fourth St,3,h,1260000.0,S,Thomson,1/04/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
476,Parkdale,69 McSwain St,3,h,1200000.0,S,hockingstuart,1/04/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
477,Parkdale,9/410 Nepean Hwy,2,u,669000.0,S,Hodges,1/04/2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
478,Parkville,1/238 The Avenue,1,u,668000.0,S,Jellis,1/04/2017,3052,Northern Metropolitan,2309,1.8,Melbourne City Council
479,Pascoe Vale,15 Alexandra St,4,h,945000.0,S,Brad,1/04/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
481,Pascoe Vale,2 Essex St,4,h,1510000.0,S,Peter,1/04/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
483,Pascoe Vale,3/6 Olive Gr,3,u,760000.0,S,Nelson,1/04/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
484,Pascoe Vale,4 Stennis St,3,h,930000.0,S,Nelson,1/04/2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
485,Patterson Lakes,11/41 Gladesville Bvd,3,t,645000.0,S,Hodges,1/04/2017,3197,South-Eastern Metropolitan,3351,31.2,Kingston City Council
489,Port Melbourne,115/1 Danks St W,2,u,625000.0,S,hockingstuart,1/04/2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
490,Port Melbourne,196 Nott St,3,h,1400000.0,S,Chisholm,1/04/2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
492,Port Melbourne,511/166 Rouse St,1,u,505000.0,S,Hodges,1/04/2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
493,Port Melbourne,37 The Bend,3,h,1650000.0,S,Frank,1/04/2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
494,Prahran,4/10 Highbury grove,1,u,311000.0,S,hockingstuart,1/04/2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
495,Prahran,10 Murray St,2,h,1325000.0,S,hockingstuart,1/04/2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
497,Prahran,501/36 Porter St,2,u,940000.0,S,Matthew,1/04/2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
498,Preston,2/177 Bell St,3,t,893000.0,S,Barry,1/04/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
501,Preston,15 Osborne Gr,3,h,1239500.0,S,Barry,1/04/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
502,Preston,4 Tyler St,2,h,530000.0,S,Love,1/04/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
503,Reservoir,2 Botha Av,3,h,610000.0,S,Love,1/04/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
504,Reservoir,2 Colthur St,2,h,710000.0,S,Nelson,1/04/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
507,Reservoir,1/23 Glasgow Av,2,u,560000.0,S,Nelson,1/04/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
511,Reservoir,33 Lane Cr,2,h,846000.0,S,Love,1/04/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
515,Reservoir,3/56 Orrong Av,2,t,655000.0,S,Nelson,1/04/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
516,Reservoir,2/94 Purinuan Rd,2,h,520000.0,S,hockingstuart,1/04/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
519,Reservoir,26 Whitelaw St,3,h,886500.0,S,Ray,1/04/2017,3073,Northern Metropolitan,21650,12.0,Darebin City Council
520,Richmond,40 Abinger St,2,h,1110000.0,S,Collins,1/04/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
521,Richmond,106/1 Barnet Wy,2,u,906000.0,S,Jellis,1/04/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
524,Richmond,4/25 Coppin St,1,u,550000.0,S,Jellis,1/04/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
527,Richmond,11 Shaw St,3,h,1619000.0,S,Jellis,1/04/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
528,Riddells Creek,22 Melvins Rd,3,h,410000.0,S,Raine,1/04/2017,3431,Northern Victoria,1475,47.4,Macedon Ranges Shire Council
531,Ringwood,2 Walmer St,3,h,739000.0,S,hockingstuart,1/04/2017,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
532,Ringwood East,37 Holland Rd,4,h,901000.0,S,Fletchers,1/04/2017,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council
533,Ringwood East,12 Shasta Av,3,h,700000.0,S,Philip,1/04/2017,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council
534,Ringwood North,36 Cantala Cr,3,h,805000.0,S,Carter,1/04/2017,3134,Eastern Metropolitan,3619,19.9,Manningham City Council
539,Rowville,7 Montague Ct,4,h,868200.0,S,McGrath,1/04/2017,3178,South-Eastern Metropolitan,11667,23.5,Knox City Council
541,Roxburgh Park,2 Dendy Ct,4,h,462000.0,S,Ray,1/04/2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
542,Roxburgh Park,6 Korab Pl,4,h,448000.0,S,Fletchers,1/04/2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
543,Roxburgh Park,15 Reading Cl,3,h,393500.0,S,Raine,1/04/2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
548,Scoresby,19 Pamela Ct,3,h,821000.0,S,Ray,1/04/2017,3179,Eastern Metropolitan,2206,22.2,Knox City Council
549,Seaford,3 Smale Ct,4,h,701000.0,S,U,1/04/2017,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council
550,Seddon,161 Buckley St,3,h,865500.0,S,Village,1/04/2017,3011,Western Metropolitan,2417,5.1,Maribyrnong City Council
551,Seddon,6/294 Nicholson St,2,u,362000.0,S,Village,1/04/2017,3011,Western Metropolitan,2417,5.1,Maribyrnong City Council
553,South Melbourne,48a Napier St,2,u,651000.0,S,Cayzer,1/04/2017,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
554,South Morang,226 Gordons Rd,4,h,711000.0,S,Harcourts,1/04/2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
558,South Morang,11 Peer St,5,h,920000.0,S,Iconek,1/04/2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
559,South Morang,4 Tiara Dr,4,h,706000.0,S,hockingstuart,1/04/2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
564,South Yarra,14/43 Rockley Rd,2,u,705000.0,S,hockingstuart,1/04/2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
565,South Yarra,11/12 William St,1,u,392000.0,S,Hodges,1/04/2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
568,Springvale,2 Gray St,3,h,860000.0,S,iSell,1/04/2017,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council
571,St Albans,68 Perrett Av,3,h,605000.0,S,YPA,1/04/2017,3021,Western Metropolitan,14042,14.0,Brimbank City Council
575,St Kilda,407/3 Greeves St,3,u,640000.0,S,Gary,1/04/2017,3182,Southern Metropolitan,13240,5.0,Port Phillip City Council
577,St Kilda,5/23 Neptune St,2,u,501500.0,S,Whiting,1/04/2017,3182,Southern Metropolitan,13240,5.0,Port Phillip City Council
578,Strathmore,3/7 Lloyd St,3,t,890000.0,S,Barry,1/04/2017,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
579,Strathmore,39 Willonga St,4,h,1301000.0,S,Brad,1/04/2017,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
581,Sunshine,10 Alfred St,3,h,890000.0,S,Douglas,1/04/2017,3020,Western Metropolitan,3755,10.5,Brimbank City Council
586,Sunshine North,13 Balcombe St,3,h,732000.0,S,Barry,1/04/2017,3020,Western Metropolitan,4217,10.5,Brimbank City Council
587,Sunshine North,9 Ryan Ct,4,h,861800.0,S,Douglas,1/04/2017,3020,Western Metropolitan,4217,10.5,Brimbank City Council
593,Surrey Hills,11 Shepherd St,4,h,1600000.0,S,Fletchers,1/04/2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
596,Sydenham,14 Lorinda Cl,5,h,593000.0,S,Bells,1/04/2017,3037,Western Metropolitan,3640,18.0,Brimbank City Council
597,Sydenham,28 Roadhouse Wyn,4,h,547000.0,S,Barry,1/04/2017,3037,Western Metropolitan,3640,18.0,Brimbank City Council
599,Taylors Lakes,2 Strzelecki Ct,4,h,645500.0,S,Barry,1/04/2017,3038,Western Metropolitan,5336,15.5,Brimbank City Council
600,Templestowe,3 Bindi Cl,5,h,1952000.0,S,Barry,1/04/2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
601,Templestowe,102 Dellfield Dr,3,h,1175000.0,S,Jellis,1/04/2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
602,Templestowe,20 Hillhouse Rd,4,h,1750000.0,S,Barry,1/04/2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
603,Templestowe,5 Tatterson Ct,4,h,1380000.0,S,Barry,1/04/2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
604,Templestowe,2/61 Wood St,3,t,965000.0,S,ASL,1/04/2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
606,Templestowe Lower,54 Astley St,5,h,1310000.0,S,Jellis,1/04/2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
607,Templestowe Lower,6 Benambra Dr,4,h,1150000.0,S,Jellis,1/04/2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
608,Templestowe Lower,22 Glenair St,4,h,1255000.0,S,Barry,1/04/2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
609,Templestowe Lower,1 Howitt Dr,5,h,1351000.0,S,Jellis,1/04/2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
611,Thomastown,115 Bickley Av,3,h,580000.0,S,Harcourts,1/04/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
612,Thomastown,1 Burwood Ct,3,h,745000.0,S,Barry,1/04/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
613,Thomastown,4 Cipora Pl,3,h,576000.0,S,Love,1/04/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
614,Thomastown,2/12 Frederick St,3,u,517000.0,S,Harcourts,1/04/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
615,Thomastown,16 Queenscliff Rd,3,h,525000.0,S,Barry,1/04/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
617,Thornbury,22 Mansfield St,2,h,1260000.0,S,Woodards,1/04/2017,3071,Northern Metropolitan,8870,7.0,Darebin City Council
619,Thornbury,76 Woolton Av,4,h,1651118.0,S,Love,1/04/2017,3071,Northern Metropolitan,8870,7.0,Darebin City Council
622,Toorak,1/62 Mathoura Rd,2,u,1850000.0,S,Marshall,1/04/2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
624,Toorak,6/91 Mathoura Rd,3,u,855000.0,S,Jellis,1/04/2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
627,Tullamarine,12 Brunton Cr,4,h,695000.0,S,YPA,1/04/2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
628,Tullamarine,29 Lackenheath Dr,3,h,560000.0,S,Langwell,1/04/2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
633,Wantirna South,44 Arbroath Rd,4,h,921000.0,S,Ray,1/04/2017,3152,Eastern Metropolitan,7082,14.7,Knox City Council
635,Wantirna South,7 Talwood Cl,5,h,1390000.0,S,Ray,1/04/2017,3152,Eastern Metropolitan,7082,14.7,Knox City Council
637,Warrandyte,48 Yarra St,3,h,730000.0,S,Carter,1/04/2017,3113,Eastern Metropolitan,2003,21.1,Manningham City Council
638,Werribee,65 Market Rd,2,h,700000.0,S,Triwest,1/04/2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
639,Werribee,21 Parrakeet Rd,3,h,452000.0,S,hockingstuart,1/04/2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
642,West Footscray,1 Park Av,3,h,720000.0,S,Sweeney,1/04/2017,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
643,West Footscray,35 Pitt St,3,h,975000.0,S,Purplebricks,1/04/2017,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
644,West Footscray,13 Tucker St,2,h,930000.0,S,hockingstuart,1/04/2017,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
645,West Melbourne,609/118 Dudley St,1,u,315000.0,S,MICM,1/04/2017,3003,Northern Metropolitan,2230,3.1,Melbourne City Council
649,Wheelers Hill,24 Blackwood Dr,4,h,1185000.0,S,Buxton,1/04/2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
651,Wheelers Hill,1 Matheson Ct,4,h,1050000.0,S,Jellis,1/04/2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
653,Williamstown,156 Melbourne Rd,5,h,1700000.0,S,RT,1/04/2017,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
655,Williamstown,7 Tobruk Cr,3,h,1621000.0,S,RT,1/04/2017,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
656,Windsor,48 Lewisham Rd,2,h,1670000.0,S,Marshall,1/04/2017,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
657,Windsor,2/4 Victoria St,2,u,652000.0,S,hockingstuart,1/04/2017,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
658,Wollert,4 Bellavista Dr,4,h,660000.0,S,hockingstuart,1/04/2017,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council
660,Wollert,8 Ludeman Dr,3,h,472500.0,S,Harcourts,1/04/2017,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council
662,Wyndham Vale,7 Provan Dr,3,h,380000.0,S,Ray,1/04/2017,3024,Western Metropolitan,5262,27.2,Wyndham City Council
669,Yarraville,20 Pearce St,6,h,1550000.0,S,hockingstuart,1/04/2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
670,Abbotsford,256 Langridge St,3,h,1350000.0,S,Biggin,1/07/2017,3067,Northern Metropolitan,4019,3.0,Yarra City Council
672,Airport West,1/9 Kitson Cr,2,u,593000.0,S,Nelson,1/07/2017,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council
