,Suburb,Address,Rooms,Type,Price,SellerG,Postcode,Regionname,Propertycount,Distance,CouncilArea,latitude,longitude
190,Hughesdale,6A Maroo St,4,h,1355000.0,Woodards,3166,Southern Metropolitan,3145,12.3,Monash City Council,-37.9016,145.10004999999998
191,Huntingdale,31 Berkeley St,3,h,1145000.0,Ray,3166,Southern Metropolitan,768,12.3,Monash City Council,-37.9016,145.10004999999998
192,Ivanhoe,13 Dalveen Rd,2,h,792000.0,Nelson,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,-37.769,145.04796666666667
193,Ivanhoe,4 Meryton La,3,h,1977000.0,Miles,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,-37.769,145.04796666666667
194,Ivanhoe East,30 Townsend St,3,h,1781000.0,Nelson,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,-37.769,145.04796666666667
195,Jacana,42 Hales Cr,3,h,575000.0,YPA,3047,Northern Metropolitan,851,14.0,Hume City Council,-37.6838,144.9248
196,Jacana,14 Landy Rd,3,h,542000.0,Barry,3047,Northern Metropolitan,851,14.0,Hume City Council,-37.6838,144.9248
197,Keilor Downs,18 Wimmera Cr,3,h,569000.0,Barry,3038,Western Metropolitan,3656,15.5,Brimbank City Council,-37.6985,144.793475
198,Keilor East,3 Ash Gr,3,h,950000.0,Nelson,3033,Western Metropolitan,5629,11.7,Brimbank City Council,-37.7423,144.8659
199,Keilor East,20 Border Dr,4,h,850000.0,Nelson,3033,Western Metropolitan,5629,11.7,Brimbank City Council,-37.7423,144.8659
200,Keilor East,165 Sterling Dr,3,h,756000.0,Barry,3033,Western Metropolitan,5629,11.7,Brimbank City Council,-37.7423,144.8659
201,Keilor East,42a Wonganella Dr,3,u,680000.0,Brad,3033,Western Metropolitan,5629,11.7,Brimbank City Council,-37.7423,144.8659
202,Kensington,141 Stockmans Wy,4,h,1103000.0,Jellis,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,-37.7937,144.92295
203,Kensington,123 The Crescent,2,h,901000.0,Purplebricks,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,-37.7937,144.92295
204,Kew,4/178 Brougham St,2,u,653000.0,Jellis,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,-37.8064,145.034
205,Kew,119 Derby St,3,h,2000000.0,Noel,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,-37.8064,145.034
206,Kew,10 Ferguson St,4,h,1610000.0,Marshall,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,-37.8064,145.034
207,Kew East,6 Meldrum St,4,h,1770000.0,Jellis,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,-37.7947,145.0532
208,Lalor,1 Hammersley Ct,3,h,592000.0,Iconek,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,-37.6673,145.0145
209,MacLeod,2/12 Oban Wy,3,u,710000.0,Darren,3085,Northern Metropolitan,4168,12.7,Banyule City Council,-37.7256,145.0845666666667
210,MacLeod,62 Strathallan Rd,3,h,915000.0,Ray,3085,Northern Metropolitan,4168,12.7,Banyule City Council,-37.7256,145.0845666666667
211,Malvern,9/423 Glenferrie Rd,3,h,1350000.0,Kay,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,-37.8512,145.0336
212,Malvern,6/12 Irving St,1,u,450000.0,Jellis,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,-37.8512,145.0336
213,Malvern East,12 Darling Rd,3,h,2000000.0,Woodards,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,-37.8775,145.053
214,Maribyrnong,29 Hillsdale Av,3,h,813000.0,RT,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,-37.776,144.91049999999998
215,Maribyrnong,11/97 Raleigh Rd,2,u,330000.0,Raine,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,-37.776,144.91049999999998
216,McKinnon,5 Fitzroy St,2,h,1265000.0,Buxton,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council,-37.9107,145.06560000000002
217,Meadow Heights,14 Ironbark Ct,3,h,520000.0,Harcourts,3048,Northern Metropolitan,4704,17.4,Hume City Council,-37.6508,144.9265
218,Melbourne,66/538 Little Lonsdale St,2,u,605000.0,McGrath,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,-37.813,144.9611
219,Melton,19 Joan St,3,h,431000.0,Raine,3337,Western Victoria,3600,31.7,Melton City Council,-37.6714,144.57569999999998
220,Mentone,13 Coolabah St,4,h,1300000.0,Buxton,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,-37.9833,145.0756
221,Mentone,5/30 Riviera St,1,u,337000.0,hockingstuart,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,-37.9833,145.0756
222,Mernda,5 Vasari Gdns,4,h,525500.0,Harcourts,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council,-37.5987,145.1189
223,Middle Park,19/109 Nimmo St,2,u,800000.0,hockingstuart,3206,Southern Metropolitan,2019,3.0,Port Phillip City Council,-37.8445,144.95755
224,Mill Park,1/12 Buckmaster Dr,3,h,425000.0,Love,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,-37.6633,145.0615
225,Mill Park,33 Buckmaster Dr,3,h,595500.0,Harcourts,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,-37.6633,145.0615
226,Mill Park,6 Hinkler Dr,3,h,660000.0,Nelson,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,-37.6633,145.0615
227,Montmorency,373 Main Rd,3,h,725000.0,hockingstuart/hockingstuart,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,-37.7188,145.1245
228,Moonee Ponds,67 Bowen St,2,h,1180000.0,Nelson,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,-37.7655,144.9203
229,Moonee Ponds,1 Lawson St,2,h,910000.0,Brad,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,-37.7655,144.9203
230,Moonee Ponds,33 Lennox St,3,h,887500.0,Rendina,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,-37.7655,144.9203
231,Moonee Ponds,6 Lethbridge St,3,h,1143000.0,Brad,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,-37.7655,144.9203
232,Moonee Ponds,22 Scotia St,3,h,1117500.0,Grantham,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,-37.7655,144.9203
233,Moonee Ponds,51 Wordsworth St,3,h,1330000.0,Jellis,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,-37.7655,144.9203
234,Moorabbin,14 Gwenda Av,2,h,800000.0,Ray,3189,Southern Metropolitan,2555,14.3,Kingston City Council,-37.9407,145.0488333333333
235,Moorabbin,52 Marrbridge Rd,5,h,1410000.0,Woodards,3189,Southern Metropolitan,2555,14.3,Kingston City Council,-37.9407,145.0488333333333
236,Moorabbin,2/1015 Nepean Hwy,1,t,457500.0,Buxton,3189,Southern Metropolitan,2555,14.3,Kingston City Council,-37.9407,145.0488333333333
237,Mooroolbark,5 Chaucer St,3,h,778000.0,Hoskins,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council,-37.7801,145.3219
238,Mordialloc,2/144 Chute St,3,t,822000.0,Hodges,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council,-38.0014,145.10508333333334
239,Mordialloc,8 Rivette St,3,h,895000.0,Buxton,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council,-38.0014,145.10508333333334
240,Mount Waverley,4/1 Adrienne Cr,2,u,568888.0,Ray,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
241,Mount Waverley,16 Amber Gr,5,h,3105000.0,Ray,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
242,Mount Waverley,7 Bambra Ct,4,h,1500000.0,Buxton,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
243,Mount Waverley,5 Byrd Ct,3,t,1030000.0,Buxton,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
244,Mount Waverley,9 Larch Cr,3,h,1360000.0,Barry,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
245,Mount Waverley,8 Wadham Pde,4,h,1780000.0,Barry,3149,Eastern Metropolitan,13366,14.2,Monash City Council,-37.8756,145.13853333333333
246,Mulgrave,20 Brunton Cr,3,h,630000.0,Ray,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,-37.9276,145.18855
247,Mulgrave,2 Cooley La,4,h,925000.0,Fletchers,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,-37.9276,145.18855
248,Mulgrave,8 Dirkala Ct,3,h,868000.0,Ray,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,-37.9276,145.18855
249,Mulgrave,4 Fiji Ct,5,h,880000.0,Ray,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,-37.9276,145.18855
250,Mulgrave,35 Merrill St,3,h,920000.0,Ray,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,-37.9276,145.18855
251,Murrumbeena,1/5 Murrumbeena Rd,2,u,586500.0,Marshall,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,-37.8895,145.058025
252,Newport,18 Latrobe St,3,h,1270000.0,RT,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,-37.8287,144.8763
253,Noble Park,2 Parramatta Cr,4,h,710000.0,iSell,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council,-37.9508,145.1843
254,North Melbourne,18 Molesworth St,6,h,1815000.0,Woodards,3051,Northern Metropolitan,6821,1.8,Melbourne City Council,-37.7984,144.9469
255,Northcote,72 Thomson St,3,h,1332000.0,Collins,3070,Northern Metropolitan,11364,5.3,Darebin City Council,-37.7667,145.00455
256,Nunawading,16 Heather Gr,3,h,685000.0,Noel,3131,Eastern Metropolitan,4973,15.4,Manningham City Council,-37.8387,145.17366666666666
257,Nunawading,14 Laughlin Av,3,h,1185000.0,Barry,3131,Eastern Metropolitan,4973,15.4,Manningham City Council,-37.8387,145.17366666666666
258,Nunawading,15 Suffolk St,3,h,806000.0,Philip,3131,Eastern Metropolitan,4973,15.4,Manningham City Council,-37.8387,145.17366666666666
259,Oak Park,18 Kerr Av,3,h,857000.0,Eview,3046,Northern Metropolitan,2651,11.2,Moreland City Council,-37.7175,144.92933333333335
260,Oak Park,11 Vincent St,4,h,945000.0,Barry,3046,Northern Metropolitan,2651,11.2,Moreland City Council,-37.7175,144.92933333333335
261,Oakleigh,5/28 Devon Gr,4,t,986000.0,Ray,3166,Southern Metropolitan,3224,12.3,Monash City Council,-37.9016,145.10004999999998
262,Oakleigh South,19 Delos St,2,h,1120000.0,Woodards,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council,-37.9242,145.0824
263,Ormond,10/30 Lillimur Rd,2,u,420000.0,Woodards,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council,-37.9107,145.06560000000002
264,Ormond,2/31 Wheeler St,3,t,1100000.0,hockingstuart,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council,-37.9107,145.06560000000002
265,Pakenham,24 Osborn Gr,3,h,378000.0,Ray,3810,Eastern Victoria,17384,47.3,Cardinia Shire Council,-38.071,145.488675
266,Parkdale,5 Fourth St,3,h,1260000.0,Thomson,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,-38.0014,145.10508333333334
267,Parkdale,69 McSwain St,3,h,1200000.0,hockingstuart,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,-38.0014,145.10508333333334
268,Parkdale,9/410 Nepean Hwy,2,u,669000.0,Hodges,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,-38.0014,145.10508333333334
269,Parkville,1/238 The Avenue,1,u,668000.0,Jellis,3052,Northern Metropolitan,2309,1.8,Melbourne City Council,-37.7603,144.94965
270,Pascoe Vale,15 Alexandra St,4,h,945000.0,Brad,3044,Northern Metropolitan,7485,8.5,Moreland City Council,-37.7244,144.93845
271,Pascoe Vale,2 Essex St,4,h,1510000.0,Peter,3044,Northern Metropolitan,7485,8.5,Moreland City Council,-37.7244,144.93845
272,Pascoe Vale,3/6 Olive Gr,3,u,760000.0,Nelson,3044,Northern Metropolitan,7485,8.5,Moreland City Council,-37.7244,144.93845
273,Pascoe Vale,4 Stennis St,3,h,930000.0,Nelson,3044,Northern Metropolitan,7485,8.5,Moreland City Council,-37.7244,144.93845
274,Patterson Lakes,11/41 Gladesville Bvd,3,t,645000.0,Hodges,3197,South-Eastern Metropolitan,3351,31.2,Kingston City Council,-38.0765,145.14155
275,Port Melbourne,115/1 Danks St W,2,u,625000.0,hockingstuart,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,-37.8388,144.9282
276,Port Melbourne,196 Nott St,3,h,1400000.0,Chisholm,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,-37.8388,144.9282
277,Port Melbourne,511/166 Rouse St,1,u,505000.0,Hodges,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,-37.8388,144.9282
278,Port Melbourne,37 The Bend,3,h,1650000.0,Frank,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,-37.8388,144.9282
279,Prahran,4/10 Highbury grove,1,u,311000.0,hockingstuart,3181,Southern Metropolitan,7717,4.6,Stonnington City Council,-37.8514,144.9949
280,Prahran,10 Murray St,2,h,1325000.0,hockingstuart,3181,Southern Metropolitan,7717,4.6,Stonnington City Council,-37.8514,144.9949
281,Prahran,501/36 Porter St,2,u,940000.0,Matthew,3181,Southern Metropolitan,7717,4.6,Stonnington City Council,-37.8514,144.9949
282,Preston,2/177 Bell St,3,t,893000.0,Barry,3072,Northern Metropolitan,14577,8.4,Darebin City Council,-37.7241,145.01565714285715
283,Preston,15 Osborne Gr,3,h,1239500.0,Barry,3072,Northern Metropolitan,14577,8.4,Darebin City Council,-37.7241,145.01565714285715
284,Preston,4 Tyler St,2,h,530000.0,Love,3072,Northern Metropolitan,14577,8.4,Darebin City Council,-37.7241,145.01565714285715
285,Reservoir,2 Botha Av,3,h,610000.0,Love,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
286,Reservoir,2 Colthur St,2,h,710000.0,Nelson,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
287,Reservoir,1/23 Glasgow Av,2,u,560000.0,Nelson,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
288,Reservoir,33 Lane Cr,2,h,846000.0,Love,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
289,Reservoir,3/56 Orrong Av,2,t,655000.0,Nelson,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
290,Reservoir,2/94 Purinuan Rd,2,h,520000.0,hockingstuart,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
291,Reservoir,26 Whitelaw St,3,h,886500.0,Ray,3073,Northern Metropolitan,21650,12.0,Darebin City Council,-37.7137,145.01315
292,Richmond,40 Abinger St,2,h,1110000.0,Collins,3121,Northern Metropolitan,14949,2.4,Yarra City Council,-37.819,145.00428571428571
293,Richmond,106/1 Barnet Wy,2,u,906000.0,Jellis,3121,Northern Metropolitan,14949,2.4,Yarra City Council,-37.819,145.00428571428571
294,Richmond,4/25 Coppin St,1,u,550000.0,Jellis,3121,Northern Metropolitan,14949,2.4,Yarra City Council,-37.819,145.00428571428571
295,Richmond,11 Shaw St,3,h,1619000.0,Jellis,3121,Northern Metropolitan,14949,2.4,Yarra City Council,-37.819,145.00428571428571
296,Riddells Creek,22 Melvins Rd,3,h,410000.0,Raine,3431,Northern Victoria,1475,47.4,Macedon Ranges Shire Council,-37.4561,144.6804
297,Ringwood,2 Walmer St,3,h,739000.0,hockingstuart,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council,-37.764,145.23522
298,Ringwood East,37 Holland Rd,4,h,901000.0,Fletchers,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council,-37.8213,145.2481
299,Ringwood East,12 Shasta Av,3,h,700000.0,Philip,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council,-37.8213,145.2481
300,Ringwood North,36 Cantala Cr,3,h,805000.0,Carter,3134,Eastern Metropolitan,3619,19.9,Manningham City Council,-37.764,145.23522
301,Rowville,7 Montague Ct,4,h,868200.0,McGrath,3178,South-Eastern Metropolitan,11667,23.5,Knox City Council,-37.9211,145.2492
302,Roxburgh Park,2 Dendy Ct,4,h,462000.0,Ray,3064,Northern Metropolitan,5833,20.6,Hume City Council,-37.5476,144.93716
303,Roxburgh Park,6 Korab Pl,4,h,448000.0,Fletchers,3064,Northern Metropolitan,5833,20.6,Hume City Council,-37.5476,144.93716
304,Roxburgh Park,15 Reading Cl,3,h,393500.0,Raine,3064,Northern Metropolitan,5833,20.6,Hume City Council,-37.5476,144.93716
305,Scoresby,19 Pamela Ct,3,h,821000.0,Ray,3179,Eastern Metropolitan,2206,22.2,Knox City Council,-37.8943,145.2279
306,Seaford,3 Smale Ct,4,h,701000.0,U,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council,-38.1098,145.13745
307,Seddon,161 Buckley St,3,h,865500.0,Village,3011,Western Metropolitan,2417,5.1,Maribyrnong City Council,-37.8062,144.89436666666666
308,Seddon,6/294 Nicholson St,2,u,362000.0,Village,3011,Western Metropolitan,2417,5.1,Maribyrnong City Council,-37.8062,144.89436666666666
309,South Melbourne,48a Napier St,2,u,651000.0,Cayzer,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council,-37.8342,144.95945
310,South Morang,226 Gordons Rd,4,h,711000.0,Harcourts,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council,-37.6363,145.0855
311,South Morang,11 Peer St,5,h,920000.0,Iconek,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council,-37.6363,145.0855
312,South Morang,4 Tiara Dr,4,h,706000.0,hockingstuart,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council,-37.6363,145.0855
313,South Yarra,14/43 Rockley Rd,2,u,705000.0,hockingstuart,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,-37.836,144.9835
314,South Yarra,11/12 William St,1,u,392000.0,Hodges,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,-37.836,144.9835
315,Springvale,2 Gray St,3,h,860000.0,iSell,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council,-37.9476,145.155
316,St Albans,68 Perrett Av,3,h,605000.0,YPA,3021,Western Metropolitan,14042,14.0,Brimbank City Council,-37.7334,144.792225
317,St Kilda,407/3 Greeves St,3,u,640000.0,Gary,3182,Southern Metropolitan,13240,5.0,Port Phillip City Council,-37.8634,144.97806666666665
318,St Kilda,5/23 Neptune St,2,u,501500.0,Whiting,3182,Southern Metropolitan,13240,5.0,Port Phillip City Council,-37.8634,144.97806666666665
319,Strathmore,3/7 Lloyd St,3,t,890000.0,Barry,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council,-37.7133,144.90214
320,Strathmore,39 Willonga St,4,h,1301000.0,Brad,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council,-37.7133,144.90214
321,Sunshine,10 Alfred St,3,h,890000.0,Douglas,3020,Western Metropolitan,3755,10.5,Brimbank City Council,-37.7949,144.8264
322,Sunshine North,13 Balcombe St,3,h,732000.0,Barry,3020,Western Metropolitan,4217,10.5,Brimbank City Council,-37.7949,144.8264
323,Sunshine North,9 Ryan Ct,4,h,861800.0,Douglas,3020,Western Metropolitan,4217,10.5,Brimbank City Council,-37.7949,144.8264
324,Surrey Hills,11 Shepherd St,4,h,1600000.0,Fletchers,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,-37.8131,145.10383333333334
325,Sydenham,14 Lorinda Cl,5,h,593000.0,Bells,3037,Western Metropolitan,3640,18.0,Brimbank City Council,-37.7184,144.75860000000003
326,Sydenham,28 Roadhouse Wyn,4,h,547000.0,Barry,3037,Western Metropolitan,3640,18.0,Brimbank City Council,-37.7184,144.75860000000003
327,Taylors Lakes,2 Strzelecki Ct,4,h,645500.0,Barry,3038,Western Metropolitan,5336,15.5,Brimbank City Council,-37.6985,144.793475
328,Templestowe,3 Bindi Cl,5,h,1952000.0,Barry,3106,Eastern Metropolitan,6202,15.5,Manningham City Council,-37.7602,145.1461
329,Templestowe,102 Dellfield Dr,3,h,1175000.0,Jellis,3106,Eastern Metropolitan,6202,15.5,Manningham City Council,-37.7602,145.1461
330,Templestowe,20 Hillhouse Rd,4,h,1750000.0,Barry,3106,Eastern Metropolitan,6202,15.5,Manningham City Council,-37.7602,145.1461
331,Templestowe,5 Tatterson Ct,4,h,1380000.0,Barry,3106,Eastern Metropolitan,6202,15.5,Manningham City Council,-37.7602,145.1461
332,Templestowe,2/61 Wood St,3,t,965000.0,ASL,3106,Eastern Metropolitan,6202,15.5,Manningham City Council,-37.7602,145.1461
333,Templestowe Lower,54 Astley St,5,h,1310000.0,Jellis,3107,Eastern Metropolitan,5420,12.4,Manningham City Council,-37.765,145.1128
334,Templestowe Lower,6 Benambra Dr,4,h,1150000.0,Jellis,3107,Eastern Metropolitan,5420,12.4,Manningham City Council,-37.765,145.1128
335,Templestowe Lower,22 Glenair St,4,h,1255000.0,Barry,3107,Eastern Metropolitan,5420,12.4,Manningham City Council,-37.765,145.1128
336,Templestowe Lower,1 Howitt Dr,5,h,1351000.0,Jellis,3107,Eastern Metropolitan,5420,12.4,Manningham City Council,-37.765,145.1128
337,Thomastown,115 Bickley Av,3,h,580000.0,Harcourts,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,-37.6821,145.0126
338,Thomastown,1 Burwood Ct,3,h,745000.0,Barry,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,-37.6821,145.0126
339,Thomastown,4 Cipora Pl,3,h,576000.0,Love,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,-37.6821,145.0126
340,Thomastown,2/12 Frederick St,3,u,517000.0,Harcourts,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,-37.6821,145.0126
341,Thomastown,16 Queenscliff Rd,3,h,525000.0,Barry,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,-37.6821,145.0126
342,Thornbury,22 Mansfield St,2,h,1260000.0,Woodards,3071,Northern Metropolitan,8870,7.0,Darebin City Council,-37.758,145.0042
343,Thornbury,76 Woolton Av,4,h,1651118.0,Love,3071,Northern Metropolitan,8870,7.0,Darebin City Council,-37.758,145.0042
